Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
43,18,63.4306640625,92403,3,0.35629073647164,2,0,0,0,0,0,0
51,30,114.52696228027344,90332,1,0.2395321456035175,3,0,1,0,0,0,0
55,20,43.15407180786133,91913,3,0.6350848190170549,3,95,0,0,0,0,0
60,31,31.41508674621582,91093,3,0.8508932849957094,2,0,0,0,0,1,0
47,20,116.81095886230467,95555,4,0.9098932826396434,3,0,0,0,0,1,0
38,17,119.65432739257812,92890,1,4.154261279486946,1,0,1,1,0,0,0
34,10,141.34567260742188,94622,1,3.298100458505413,1,0,0,0,0,0,0
43,18,93.60088348388672,92589,1,1.2587888135431475,1,0,0,0,0,1,0
56,26,27.43148422241211,93627,2,2.221229835998041,1,0,0,0,0,1,0
46,16,20.0403995513916,94492,2,0.7010460911896295,2,121,0,0,0,1,0
50,14,70.30278015136719,92669,1,0.2046858634266822,2,0,0,0,0,0,0
37,15,70.50846862792969,95720,3,1.0230140771226093,2,159,0,0,0,1,0
55,21,113.38654327392578,94546,4,1.0279980368363413,3,373,0,1,0,0,1
37,11,63.30963134765625,95819,3,1.2556970953339446,2,0,0,0,0,1,0
45,16,177.99893188476562,94191,2,2.521196752441357,1,232,0,0,0,0,0
64,41,32.30599594116211,91086,3,1.021063416706939,3,0,0,0,0,0,0
31,8,30.847368240356445,94637,2,0.4551915852190812,2,0,1,0,0,1,0
53,31,55.86753082275391,91922,4,0.2436466961577751,1,0,1,0,0,0,0
32,6,124.55152893066406,91912,2,1.6543081217428386,1,0,0,1,0,0,0
34,2,88.06233215332031,95630,2,3.290615731137249,1,0,0,0,0,0,0
54,18,51.860469818115234,95923,4,1.3924160888633157,2,0,1,0,0,1,0
67,41,59.76561737060547,92018,3,0.9288777032556308,3,464,0,0,0,0,0
44,22,38.68161010742188,94628,2,1.3739840963951575,2,0,0,0,0,0,0
58,23,26.04498672485352,91375,3,0.4225027918874788,3,0,0,0,0,1,0
48,18,127.97618865966795,94324,1,3.199373122521303,1,0,0,0,0,1,0
63,35,34.46764373779297,95450,2,0.4623384385823821,2,137,0,0,0,1,0
47,25,100.73018646240234,91876,4,2.029675541247899,2,184,1,0,0,1,0
45,2,37.20649719238281,94259,4,1.3783631833072714,2,0,0,0,0,0,0
35,9,19.062959671020508,92293,4,0.137609640269667,1,0,0,0,0,1,0
26,2,90.90865325927734,90298,3,1.6665609768744167,3,0,0,0,0,1,0
30,6,81.6903076171875,94020,2,1.5875711079281305,3,0,0,0,0,1,0
57,20,116.27945709228516,90066,2,2.49591456868802,3,0,1,0,0,1,0
60,35,23.211936950683597,95047,2,1.188512950496336,2,147,0,0,0,0,0
40,13,54.08447647094727,93004,1,0.1458347769491064,1,0,0,0,0,0,0
54,26,144.79127502441406,92887,2,4.4948328772036605,1,0,0,0,0,0,0
32,11,140.06895446777344,92102,2,5.5403129940757365,1,0,1,0,0,0,0
38,17,174.73049926757812,93154,2,2.9880708016155424,1,485,0,0,0,0,0
46,20,49.53373336791992,95786,4,0.9814951790225016,1,0,0,0,0,1,0
57,26,132.43106079101562,90395,2,0.3259094491538942,1,0,0,0,0,1,0
