Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
43,20,38.84919738769531,93991,4,0.4683810473948474,3,0,1,0,0,1,0
31,9,41.17283630371094,94501,3,1.2756909600389077,2,0,0,0,0,0,0
49,24,83.49747467041016,91456,4,2.0176778790450904,2,0,0,0,0,0,0
53,28,29.52887916564941,92638,1,0.750875443830587,3,0,1,1,0,1,0
42,25,124.10798645019533,94124,3,0.6811062660508242,3,0,0,0,0,0,1
65,35,103.49832916259766,93783,2,0.3713217475437025,1,0,0,1,0,1,0
33,10,67.83561706542969,92185,3,0.6214955351369715,2,0,1,0,0,0,0
40,23,102.84668731689452,92204,3,0.8632341996417152,2,0,0,1,0,1,0
55,32,37.179481506347656,91350,3,0.6374068030124842,3,0,1,0,0,1,0
60,31,49.22663497924805,90546,3,0.4458101461628156,2,105,0,1,0,1,0
55,28,71.6167221069336,92725,3,2.8130538136222314,2,0,0,0,0,0,0
31,8,49.67815017700195,94009,4,1.0535853378722575,1,0,1,0,0,0,0
33,11,57.437931060791016,94634,4,1.018716357548794,1,153,0,0,0,1,0
40,16,112.38208770751952,91743,1,4.768386012115318,1,0,0,0,0,1,0
45,13,94.99130249023438,94800,1,2.1305202922061577,2,0,0,0,0,1,0
39,11,118.55990600585938,95356,1,4.332290236645687,1,0,1,0,1,1,0
45,26,93.49351501464844,93914,2,1.763540744777379,1,311,1,0,0,0,0
59,33,48.11764526367188,95349,3,2.1772008188250216,3,0,1,0,0,1,0
58,37,44.99103927612305,95140,4,1.714983855057326,2,0,1,1,0,0,0
28,18,48.99691009521485,91390,2,0.2230208031479951,2,0,0,0,0,0,0
62,36,46.604129791259766,90987,3,5.769374432566893,2,0,0,0,0,1,0
58,26,17.8154296875,94322,2,0.6655335846082224,3,0,1,0,0,1,0
45,20,26.78928565979004,94884,3,0.9623155887057674,2,0,0,0,0,0,0
62,33,58.965450286865234,94045,2,0.5449024582889093,2,0,0,0,0,0,0
54,26,43.7531852722168,91593,4,1.769953595611233,3,0,0,1,0,0,0
63,35,43.08566284179688,94206,4,2.031306953135942,2,115,0,0,0,0,0
38,11,37.87847900390625,94034,1,3.440779338783889,3,0,1,0,0,0,0
54,31,43.104286193847656,93940,1,0.3613285153620327,3,0,0,0,0,0,0
38,9,40.58143615722656,92045,4,2.14177757045508,1,171,0,0,0,0,0
51,28,101.96559143066406,92542,2,0.1937202062977334,1,0,0,0,0,1,0
37,7,73.73652648925781,94956,2,2.4253460111086915,1,0,1,0,0,1,0
63,40,63.75824737548828,95173,4,0.9353969064355552,3,339,0,0,0,1,0
60,33,144.8193817138672,92026,4,1.6679600447158671,2,0,1,0,0,1,1
52,27,42.19565963745117,92924,1,2.0652229620980167,3,0,0,0,0,0,0
54,27,44.27703475952149,90235,1,2.0476415791234044,1,0,1,1,0,0,0
37,15,127.1235809326172,90301,4,3.133650303543845,3,0,0,0,0,0,1
57,38,103.59811401367188,92403,2,0.6506446660882637,2,144,0,0,0,0,0
32,11,139.05377197265625,94665,1,2.742005879373831,1,0,0,0,0,1,0
35,11,71.34613800048828,93932,1,0.5935760304523474,1,414,0,0,0,1,0
64,36,145.7704620361328,95689,3,2.4946418897995346,2,101,0,0,0,0,1
40,14,121.68972778320312,94189,3,0.3355227992338437,1,0,0,1,1,1,1
43,14,87.00716400146484,91379,4,2.264474731409471,1,0,0,0,0,0,0
32,4,20.258373260498047,94797,4,0.2967187182127244,2,102,0,0,0,1,0
46,16,61.63892364501953,91816,2,1.5142095356256575,1,0,0,0,0,0,0
60,31,43.308536529541016,93477,4,0.0706111431134286,1,0,0,0,0,1,0
32,30,47.54511642456055,94763,4,0.911280229473878,1,0,0,0,0,1,0
53,26,184.99180603027344,92067,1,2.7540320896495043,1,0,0,0,0,0,0
56,34,63.88592529296875,92035,1,1.591583568966891,2,99,0,0,0,0,0
38,20,50.98220443725586,92527,1,0.107800914685114,3,0,0,0,0,1,0
59,36,25.433094024658203,94052,4,0.1624815567468156,2,0,1,0,0,0,0
59,30,63.9271354675293,94454,4,0.647810815930558,1,111,0,0,0,1,0
36,13,157.569580078125,95582,1,3.947333494621165,1,0,1,0,0,0,1
31,6,162.2915496826172,94852,2,2.690000402632467,3,0,0,0,1,1,1
28,6,40.374961853027344,95597,4,1.0558012547045892,2,0,0,0,0,1,0
29,3,25.57378196716309,92130,4,1.6742300958339544,3,0,1,0,0,1,0
54,27,37.82939147949219,95364,1,0.7583358776918185,1,0,0,0,0,1,0
24,2,53.63847351074219,91821,2,1.6478209687766456,3,0,0,0,0,0,0
61,34,161.59593200683594,94235,3,5.716424711758754,3,0,0,0,1,1,1
59,36,22.82669448852539,94056,4,1.730837325627391,2,0,0,0,0,1,0
60,33,17.10227394104004,96190,2,0.875287738356439,3,0,1,0,0,0,0
32,11,104.36767578125,91909,3,2.570105356776871,2,0,1,0,0,0,0
32,5,175.3893585205078,92936,4,2.867261826512205,2,0,1,0,0,0,1
40,22,142.12081909179688,95574,1,3.661887450809736,1,410,0,0,0,0,0
37,11,89.23649597167969,90857,2,0.984490585104194,1,0,1,0,0,1,0
63,37,16.07750701904297,93554,1,0.991916332374534,2,108,1,0,0,0,0
39,17,145.5182647705078,94629,1,2.101576459352861,2,0,0,1,0,0,1
43,18,101.83587646484376,91924,1,0.3232361468792502,1,0,0,0,0,0,0
38,8,71.00895690917969,95042,1,2.452267819771161,3,0,1,0,0,1,0
56,29,60.7748908996582,92773,4,1.6906670486982822,3,225,1,0,0,1,0
43,13,174.96835327148438,91933,1,7.815853024442297,1,148,0,0,0,1,0
50,36,30.89089012145996,90178,4,1.52065283297569,2,0,0,0,0,0,0
53,23,200.947509765625,94430,2,6.758801668259947,1,0,0,0,0,1,0
34,11,48.769798278808594,92933,3,1.8422936821460087,2,0,1,0,0,1,0
46,20,118.04044342041016,92864,4,2.61019541346592,1,519,1,0,0,1,0
29,19,34.709503173828125,93517,4,0.5255147206607713,1,0,0,1,1,1,0
39,15,44.12995529174805,94091,1,0.0503858673573743,2,0,1,0,0,1,0
41,23,166.58702087402344,90042,2,5.776953413540189,1,360,0,0,0,0,0
62,38,74.31342315673828,95779,1,0.3785123111012815,3,0,0,0,0,0,0
47,21,102.5755844116211,93157,2,1.2582005185286351,3,327,1,1,0,1,0
37,10,44.61539840698242,90842,1,0.3279939077779527,3,0,0,0,0,1,0
51,36,156.580078125,95445,4,6.418315777836276,3,0,1,0,1,1,1
31,6,32.97858428955078,96277,4,0.440263446818901,2,0,0,0,0,0,0
46,23,79.84103393554688,93071,2,2.526197167414693,3,0,0,0,0,1,0
37,14,30.42704963684082,92868,3,3.2963760359310625,3,0,1,1,1,1,0
51,38,29.249069213867188,94284,2,2.339918830389412,1,0,1,1,0,1,0
63,40,26.995325088500977,90040,3,0.4611176073802656,2,0,0,0,0,1,0
46,5,42.51694488525391,94966,4,1.2169789785783711,2,0,1,1,0,1,0
26,4,46.70796585083008,93065,4,1.7882712490846515,3,0,0,0,0,1,0
35,11,47.75338363647461,95618,4,1.6843245605664596,1,0,0,1,0,0,0
58,32,37.81395721435547,90526,3,1.19393444989927,3,0,0,1,0,1,0
55,18,41.57898712158203,90969,4,0.2184170618090771,3,0,0,0,0,0,0
42,14,142.1742706298828,94016,3,0.4784143506988098,1,0,1,0,0,1,0
49,19,86.3201675415039,91950,4,0.4586049074188008,2,0,0,0,0,0,0
44,26,75.37102508544922,91554,2,0.2969791747221298,1,139,1,0,0,0,0
29,22,61.55001831054688,94591,1,2.758434757078681,1,260,1,0,0,0,0
62,41,18.17104721069336,94083,3,0.0922894229319309,3,0,0,0,0,1,0
50,18,65.48272705078125,92605,1,1.5936843297891956,3,229,0,0,0,0,0
64,36,54.25438690185547,92171,2,0.3389847234064497,1,0,0,0,0,0,0
26,2,51.01522064208984,94260,3,1.016561531238134,3,0,0,1,0,1,0
41,10,155.3907928466797,95532,2,5.919379106106595,1,0,1,0,0,1,0
52,26,22.84629821777344,94444,2,0.7793581880265469,1,0,1,0,0,1,0
40,17,68.80926513671875,95931,1,0.509757912945243,3,0,1,0,0,1,0
55,37,30.337726593017575,94798,2,0.6512120186431104,3,0,0,0,0,0,0
51,26,87.98834991455078,92077,4,2.906958564886903,1,0,0,0,0,0,0
46,29,99.7754898071289,94184,2,4.231284604164411,3,223,1,0,0,1,0
59,32,49.69279861450195,93082,4,0.6549783146943899,2,0,0,0,0,0,0
60,25,93.85965728759766,93237,1,1.5511425961663674,1,146,0,1,0,1,0
50,26,117.48526763916016,92674,4,2.079693204089342,1,0,0,0,0,1,0
38,8,97.37255859375,92993,2,2.2413947044233757,1,0,1,0,0,1,0
62,37,95.44190216064452,94382,2,1.7213570777694418,2,418,0,0,0,1,0
41,18,38.59577178955078,94919,3,0.0469923638395876,1,130,0,1,0,0,0
56,28,84.7763442993164,90341,2,2.3035789613743485,2,401,1,0,1,1,1
27,1,215.0955810546875,94739,1,2.6413726592915827,3,443,0,0,0,1,1
63,37,13.18934726715088,95150,3,1.3967595870548464,2,0,0,0,0,1,0
66,42,59.32324600219727,94720,3,2.6516824402022565,3,0,0,0,0,0,0
41,17,20.72163391113281,93280,4,1.044969401467973,3,0,0,0,0,0,0
44,18,33.41477584838867,93181,4,0.5546038600932082,1,123,0,0,0,1,0
50,23,60.21083450317383,90161,1,0.9677721138458298,2,0,1,1,1,1,0
36,11,72.79972076416016,95967,2,1.022464933659584,3,0,0,0,0,1,0
61,38,20.957263946533203,94785,3,0.899093894304126,1,0,0,0,0,1,0
64,31,189.0198516845703,90242,4,7.434638011172391,1,399,0,0,0,0,1
41,17,42.07358551025391,91988,2,3.1223495057875787,3,0,1,0,0,1,0
42,23,40.24420547485352,94577,2,1.1418440749072638,2,0,0,0,0,1,0
65,35,69.9996109008789,92849,4,1.415391036422852,3,0,1,0,0,1,0
