Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
26,2,44.7945556640625,90468,4,1.8326821426930726,2,0,0,1,0,0,0
60,26,39.79676818847656,94128,2,0.7256826362049786,3,95,0,0,0,0,0
40,14,46.063995361328125,91121,4,0.3788315770805092,1,146,0,0,0,1,0
54,35,124.87336730957031,91267,1,0.03340438709180393,1,0,0,0,0,0,0
26,23,174.17869567871094,92007,2,2.4641716527292807,1,0,0,0,0,0,0
44,24,31.611146926879883,94700,3,0.3370352228213096,1,0,0,0,0,1,0
48,22,65.06917572021484,94618,3,1.4187385756320838,2,0,0,0,0,1,0
53,27,64.53714752197266,95444,1,0.7117444460096803,1,0,0,0,0,0,0
33,3,74.77583312988281,90977,3,1.5078166319567325,1,300,0,0,0,1,0
45,29,38.15447235107422,95906,1,1.8837460100731094,3,0,1,0,0,1,0
38,12,206.13226318359375,95285,2,7.265924769909581,1,0,0,0,0,0,0
59,35,69.86717224121094,93102,4,1.286510801845702,2,0,0,1,0,0,0
34,8,21.07077407836914,91696,2,0.29050000952154675,2,0,0,1,0,0,0
34,9,54.17900085449219,94763,3,0.718270530037948,1,0,1,0,0,1,0
35,29,66.81491088867188,96083,3,1.557151633619057,2,0,0,0,0,1,0
40,21,51.57881164550781,89860,2,1.4808531515258017,2,162,1,0,0,1,0
29,9,29.08269691467285,93898,4,1.7665699627865366,3,0,0,0,0,0,0
36,10,29.304874420166016,92315,4,0.8031006566802691,2,0,0,0,0,0,0
62,12,10.63945484161377,93915,4,0.5369181382214593,1,111,0,0,0,0,0
53,22,52.307289123535156,92858,1,2.0877810689834497,3,0,0,0,0,1,0
60,26,16.228145599365234,94069,4,0.3974945439398433,3,107,1,0,0,0,0
60,39,68.97099304199219,94162,3,2.078545427794523,1,212,0,0,0,0,0
41,26,50.12418746948242,93786,3,0.7400511657092316,2,0,0,1,0,0,0
34,11,94.55084991455078,92459,3,0.7250314044849282,3,0,0,0,0,0,0
63,37,29.37405014038086,91518,2,0.39693449342549025,1,136,1,0,1,1,0
64,38,84.18450927734375,92409,4,1.1829232744630918,2,0,0,0,0,1,1
39,23,194.66964721679688,90077,4,6.5720064506540465,2,380,0,0,1,1,1
56,35,182.77328491210938,90247,2,2.589520259057047,1,395,0,0,0,0,0
65,37,56.57978057861328,93885,4,0.9578890488094057,2,0,0,0,0,0,0
36,14,41.91227722167969,95511,2,0.30821948840931934,1,0,0,0,0,1,0
32,8,170.05755615234375,91953,2,3.73491648193943,3,435,0,0,0,1,1
34,8,82.73251342773438,94029,2,2.0640482250540275,2,0,0,0,0,1,0
42,17,66.26936340332031,95266,2,0.9922483811358125,3,0,0,1,0,0,0
42,25,54.89887619018555,90298,2,0.21400162414177204,3,107,0,0,0,1,0
43,20,111.1890869140625,94703,1,2.1038969862708248,3,0,0,0,0,1,0
38,14,171.83363342285156,91258,1,1.8367866821376926,1,0,0,0,0,0,0
60,34,60.47454071044922,96070,4,1.0833106407852218,3,0,0,0,0,0,0
60,41,53.38066101074219,92288,1,0.3517819031004894,3,0,0,0,0,1,0
37,16,62.9742546081543,96019,3,0.18850881959127144,1,0,0,0,0,1,0
41,8,47.35186767578125,95151,3,0.802638058788586,2,0,0,0,0,1,0
44,16,93.18743896484375,90014,3,0.36658007726221153,2,0,0,0,0,0,0
