Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
48,20,113.54485321044922,96000,1,0.28780045403528487,1,0,0,0,0,1,0
56,38,55.29490661621094,92072,1,2.521252711741241,1,0,0,0,0,1,0
59,35,38.27887725830078,94624,2,0.2552446992490326,2,128,1,0,0,0,0
58,36,68.41546630859375,92177,3,1.967802697086546,3,157,0,1,0,1,0
58,36,49.05956268310547,92695,4,1.9781129070342922,1,0,0,0,0,1,0
28,5,82.02569580078125,94218,1,2.36539627480952,1,0,0,0,0,1,0
41,12,77.32075500488281,92683,2,0.5060060845708829,3,0,0,1,0,0,0
27,1,92.78518676757812,91794,2,3.5977904273725865,2,165,0,0,0,0,0
40,11,27.74267578125,94500,4,0.6029941187641727,2,0,1,0,0,1,0
58,32,26.11639404296875,94174,4,2.058399020729946,1,101,0,0,0,1,0
55,25,183.4302520751953,93055,1,8.692474816139555,1,487,0,0,0,1,0
54,26,86.64247131347656,91324,3,1.722540207420477,2,0,0,0,0,0,0
33,5,143.4213104248047,94999,1,1.5101003975543477,2,223,0,0,0,1,1
29,3,100.08113098144531,92170,2,0.2343037939844436,1,0,0,0,0,0,0
25,3,45.78683853149414,94863,4,0.22642513878127807,1,0,0,0,0,1,0
28,2,133.39244079589844,91617,2,1.8251219000330972,2,0,0,0,0,1,1
57,25,27.250402450561523,94505,2,0.8962823549985688,2,0,1,0,0,1,0
30,2,103.28294372558594,93932,1,2.9633537747471292,1,106,0,0,0,1,0
31,8,60.596527099609375,92495,1,2.0104442189403646,3,0,0,0,0,0,0
49,25,31.156248092651367,93745,1,2.9910281232424003,2,0,1,1,1,1,0
44,29,24.45996856689453,94617,4,1.4745378864535952,3,0,1,0,0,0,0
35,8,73.08380126953125,95599,1,2.0202990748328027,3,0,1,0,0,0,0
50,28,80.56150817871094,94476,1,0.14310811875832785,3,0,0,0,0,0,0
26,0,41.548667907714844,93654,2,0.58390911958357,2,0,0,0,0,1,0
59,31,38.218997955322266,93932,3,0.8705899655375888,1,0,0,1,0,1,0
53,28,68.36005401611328,95467,1,4.755720079257679,1,0,0,0,0,1,0
48,30,50.24136734008789,94593,1,0.32616728814771534,1,0,0,0,0,0,0
30,11,87.10386657714844,92609,3,0.6817178517758453,2,232,1,0,0,1,0
42,18,119.26415252685547,94269,4,1.586493007870084,2,185,0,0,0,1,0
51,26,50.50415802001953,94585,1,2.014144876102416,3,0,0,0,0,1,0
37,14,67.38202667236328,90795,4,2.5194788879134866,2,0,0,0,0,1,0
30,3,197.68516540527344,95416,1,5.036479609433382,1,0,0,0,0,0,1
46,25,83.92581939697266,90308,3,0.4019850944400227,1,128,1,0,0,0,0
61,33,84.98817443847656,90668,1,0.27647136397638544,1,0,0,0,0,0,0
41,25,75.24958801269531,95706,1,0.6690629517341613,3,402,0,0,0,1,0
41,18,17.302003860473633,94164,4,0.5737724390431387,2,0,0,0,0,1,0
35,15,43.14189910888672,89548,1,0.5862766370648905,2,0,0,0,0,1,0
44,26,45.29645919799805,94140,3,0.3630766827903313,1,101,0,1,0,1,0
43,12,67.87384033203125,94511,2,3.525367732118928,1,153,0,0,0,0,0
62,38,30.850051879882812,92486,2,0.02207742616753905,1,0,0,0,0,1,0
56,38,140.6796112060547,90222,1,3.161317658927219,1,0,0,0,0,0,0
62,37,28.868289947509766,90388,3,1.3865152204042408,1,0,0,0,0,0,0
61,35,69.08108520507812,94188,1,0.2562193513878058,1,0,0,0,0,1,0
44,22,148.04022216796875,95149,1,0.12880522183328602,1,188,0,0,0,1,0
27,0,182.68338012695312,91999,3,1.8617115824959694,3,106,0,0,0,0,1
38,11,36.778194427490234,95479,1,1.3545034550923798,3,0,1,0,1,1,0
35,13,112.75150299072266,93766,2,2.326099846431171,3,251,0,0,0,1,0
61,37,116.88703155517578,90069,3,0.9605618897215557,1,396,0,0,0,0,0
45,20,131.326904296875,94787,1,0.3627670812757163,1,0,0,1,0,1,0
33,8,91.9944839477539,92025,2,1.6671411754984407,3,0,1,0,0,1,0
38,8,85.51126861572266,94108,3,3.3349968952106757,2,0,0,1,0,1,0
53,28,65.07292175292969,92237,2,2.832614942524803,1,81,0,0,0,0,0
66,35,195.38330078125,91873,2,1.0653813743184815,1,0,0,0,0,0,0
