Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
40,14,84.8499755859375,94155,2,1.8050636912773128,3,147,1,0,0,1,0
37,18,161.47544860839844,94729,3,2.7481856939507545,3,0,0,1,1,1,1
51,15,70.49368286132812,95084,4,1.4982954109582471,3,0,0,0,0,0,0
32,4,80.65160369873047,90438,2,2.613964533046177,1,0,0,0,0,1,0
56,27,51.857059478759766,95645,1,0.15300979530652997,2,0,0,0,0,1,0
32,15,89.46868896484375,92296,3,0.07456213775568099,1,0,0,0,0,1,0
34,9,188.83663940429688,92834,2,2.110944680623823,1,0,0,0,0,0,0
34,4,85.69427490234375,94529,2,1.3249031934520907,1,0,0,0,0,0,0
60,22,95.32682800292969,93764,4,2.1253041355390856,3,0,0,0,0,1,0
38,15,35.4835319519043,89862,4,0.2582443497840811,1,0,0,1,0,1,0
36,15,193.40216064453125,92104,2,7.422382196217825,1,0,0,0,0,1,0
32,3,66.71792602539062,92573,2,1.0651220885852242,3,0,0,0,0,0,0
61,40,84.99285888671875,95217,1,0.09630175175728481,1,0,1,0,0,0,0
55,34,47.08338928222656,92842,4,1.9451293869031137,2,0,0,0,0,1,0
29,5,25.129711151123047,91599,4,0.9280182089767598,3,178,0,0,0,0,0
42,9,52.59574508666992,95093,2,1.267983312081547,1,0,0,0,0,0,0
59,37,40.30123519897461,93993,3,0.9031251232120758,3,0,0,0,0,0,0
45,22,157.42233276367188,92042,1,0.3800927644664054,1,0,0,0,0,1,0
40,13,93.00437927246094,95121,3,1.7800462669002588,2,0,0,0,0,0,0
28,4,99.30667114257812,92649,1,0.5090357118785813,2,118,0,0,0,0,0
43,21,52.07686233520508,96177,4,3.830661491624801,1,0,0,0,0,0,0
47,21,23.46257781982422,93346,4,1.1950382592238014,3,0,0,0,0,1,0
47,22,13.292948722839355,91557,3,1.3197796741788466,1,0,0,0,0,1,0
58,29,21.4078311920166,94245,3,0.784672843596784,2,101,0,0,0,1,0
48,23,126.60689544677734,95528,2,1.0171002627940795,2,0,0,0,0,1,0
32,5,44.19578170776367,94545,3,1.0760162335020809,2,0,0,0,0,0,0
24,2,106.17374420166016,96399,1,2.5895200274251593,1,0,0,0,0,0,0
33,6,113.95802307128906,91878,2,1.7134395679787073,2,0,0,0,0,1,0
50,31,18.289993286132812,93990,4,0.29853860328765763,2,0,0,0,0,0,0
30,6,34.480445861816406,94196,2,2.7433798682593014,1,75,1,0,0,1,0
42,11,35.32998275756836,92647,4,1.2733984034890282,3,103,0,0,0,0,0
57,32,16.923084259033203,92917,3,0.4191474122078613,1,0,0,0,0,0,0
37,14,87.50627136230469,92165,1,2.3171149385397154,3,0,0,0,0,1,0
30,10,62.17509460449219,91511,2,0.5296245063986857,3,161,0,1,0,0,0
58,38,96.57246398925781,92867,3,0.7654989423116145,2,0,0,0,0,0,0
39,19,44.09502410888672,94464,3,1.0498849133263986,2,153,0,0,0,1,0
58,27,52.2888298034668,94332,3,1.1368754644840737,2,0,0,0,0,1,0
40,5,87.57484436035156,96161,4,0.37601539468366707,3,0,0,0,0,0,0
62,35,74.86827087402344,90101,1,1.003206343994044,1,0,1,0,0,0,0
65,40,49.797115325927734,95477,3,1.1125911304772904,2,0,1,0,0,0,0
49,34,50.53163146972656,92108,3,1.0110835807406546,1,0,1,0,0,1,0
38,11,54.692909240722656,95135,2,2.0934826394185913,3,0,0,1,0,1,0
36,13,81.08457946777344,94216,2,1.4613286172495892,1,0,1,0,0,1,0
35,12,87.64317321777344,92173,4,0.8856444736411153,1,0,0,0,0,1,0
58,34,74.89336395263672,92989,3,1.8363365485430294,2,0,1,0,1,1,0
37,10,94.24982452392578,94404,3,5.107155568776083,1,0,1,1,0,1,0
40,17,15.621687889099121,91704,2,0.37634877402875544,2,202,0,0,0,1,0
29,4,36.14701843261719,95058,4,1.717846867333742,2,0,0,0,0,0,0
58,35,27.62289047241211,93541,3,0.27246526430224594,2,0,1,0,0,1,0
41,19,56.35908889770508,93284,1,2.488202544226188,3,0,1,0,0,1,0
41,15,44.449989318847656,93086,1,0.28754264803772633,3,232,1,0,0,1,0
52,23,20.17873764038086,95117,3,0.883406017830121,3,0,0,0,0,1,0
52,17,59.55216598510742,91839,1,2.1916968227934985,1,0,0,0,0,0,0
32,5,95.48827362060547,93204,4,3.8080466398643305,1,0,0,0,0,1,0
33,11,36.436256408691406,95813,4,0.2510468472190596,3,0,1,0,0,1,0
32,12,59.18153762817383,92588,3,1.5830456429624407,3,0,0,0,0,0,0
24,-1,26.90983772277832,91792,3,0.9003841677106627,3,0,0,0,0,0,0
65,34,58.311195373535156,93788,2,1.4967826138829472,2,0,0,0,0,0,0
42,21,65.6842041015625,94629,4,2.3493019050665214,3,315,1,1,1,1,0
26,1,44.005001068115234,94597,4,0.6488045420186453,2,79,1,0,0,1,0
51,26,50.51593780517578,93878,1,1.1926915806132563,3,0,1,1,0,1,0
59,36,58.704978942871094,95842,4,0.3796473227242376,2,113,0,0,0,1,0
32,10,62.569393157958984,90248,3,0.46951298355158727,3,109,1,0,0,1,0
38,6,102.41886138916016,91754,2,7.577767292778999,1,0,1,0,0,1,0
44,24,63.02089309692383,92037,3,1.3645883859274093,3,0,1,0,0,1,0
30,6,98.72492980957031,94473,1,0.13011387109613462,3,0,1,0,0,1,0
48,27,42.75459289550781,91358,1,0.17867169710401629,3,0,0,0,0,1,0
44,30,22.21383285522461,94473,2,0.22346864620242124,3,102,1,0,0,0,0
28,2,51.797142028808594,94813,1,1.1946536745108194,3,0,0,0,0,1,0
30,15,47.26915740966797,90547,4,1.6904422785180326,2,0,0,0,0,0,0
57,35,24.759868621826172,95004,3,1.873127008079803,3,0,0,0,0,1,0
54,35,18.84389877319336,91624,2,1.516258803722509,3,140,0,0,0,1,0
40,17,50.498783111572266,92102,2,1.160330640599876,2,104,0,0,0,1,0
57,24,38.05391311645508,90089,4,0.4244322853150577,3,102,1,1,1,1,0
33,3,47.716373443603516,93927,3,2.321475819037417,1,0,1,1,0,1,0
44,28,90.4987564086914,94993,4,1.2289637460165028,1,0,0,0,0,1,0
55,36,95.79475402832031,90084,3,2.8714352022563454,1,0,0,0,0,0,0
37,6,147.43638610839844,91596,3,4.181296267556964,2,0,1,0,1,1,0
59,36,80.79656219482422,93063,4,1.3706640029870336,2,0,0,0,0,1,0
35,9,43.85541534423828,90998,2,0.5083881015753346,1,0,1,0,0,0,0
50,26,21.495990753173828,93965,1,0.5124305557305748,1,0,0,0,0,0,0
34,2,59.2202262878418,94938,4,0.2305825648246719,3,0,0,1,0,0,0
57,34,21.800853729248047,93132,1,1.8212774635850122,1,0,0,0,0,1,0
49,30,102.98600006103516,92168,1,2.1829138553073166,1,109,0,0,0,0,0
39,12,91.2755126953125,92080,1,2.062002395859029,1,0,0,0,0,1,0
45,15,55.73487091064453,91608,4,1.6466324584737844,3,0,0,0,0,1,0
30,16,51.22040557861328,95879,3,2.772243620762236,1,0,1,0,0,0,0
57,35,86.04515075683594,95431,3,1.9426795424607084,3,109,1,0,0,0,0
