Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
26,1,53.215553283691406,95330,4,0.21301502334955763,1,0,1,0,0,1,0
45,13,120.83682250976562,90327,3,0.05307175492707497,1,0,1,0,0,0,0
59,36,25.80938720703125,94018,2,2.505311091015317,2,152,1,0,0,1,0
64,39,116.364501953125,92088,4,1.780569394650719,1,0,1,0,0,1,0
51,33,52.191593170166016,90288,4,2.607440427895949,2,129,0,0,0,0,0
39,26,100.98506164550781,90434,1,2.348650241576336,2,163,1,0,0,0,0
29,-1,61.44186782836914,95893,4,2.197225256945437,2,0,0,1,0,0,0
43,26,36.481319427490234,90304,3,0.8024474028919094,2,0,0,0,0,0,0
48,25,178.2097930908203,93182,2,2.8605678184247387,1,0,0,0,0,0,1
43,3,139.7751922607422,90294,2,3.076022712689621,3,403,0,0,0,0,1
62,36,42.21603012084961,92278,4,1.8069294876585988,2,0,0,0,0,1,0
30,6,197.8062286376953,95355,2,6.612836593046447,1,546,0,0,0,0,0
57,36,70.73863220214844,92364,1,0.8326609196939575,3,401,0,0,0,1,0
49,23,25.264528274536133,92029,4,0.1054901959007297,3,0,0,0,0,1,0
49,15,154.4520721435547,90795,1,2.15094875771996,1,0,0,0,0,1,0
44,28,27.572589874267578,94523,1,0.6424525126921719,3,101,0,1,0,0,0
47,6,12.342668533325195,94606,3,1.3880928946751643,2,0,0,0,0,0,0
58,33,22.9766788482666,94559,4,0.5591543938603236,3,102,0,0,0,1,0
56,7,22.85407257080078,93761,3,0.537869097040953,3,0,0,0,0,1,0
54,23,57.25362777709961,92185,2,2.694549767620931,2,0,1,0,0,1,0
41,24,44.90766525268555,95819,3,0.4744094481551618,3,0,1,0,0,0,0
42,16,18.178056716918945,93066,2,0.5559769178144908,3,131,1,0,0,1,0
37,20,51.647377014160156,91141,2,1.1564831150144248,2,0,1,0,0,0,0
56,28,48.056793212890625,91933,2,1.1024341622810154,3,0,0,0,0,0,0
60,32,108.51016235351562,91941,2,4.489665466718371,2,0,0,0,0,0,1
60,37,124.55491638183594,94076,3,4.391102452260675,3,387,1,0,0,1,1
62,34,58.137516021728516,90059,1,2.483414693799939,2,0,0,0,0,1,0
48,24,89.53470611572266,94716,2,2.2212982703524875,2,151,0,0,0,1,0
45,18,93.96443939208984,91061,4,2.8311429000154087,1,0,0,0,0,1,0
49,-1,22.40622329711914,93246,2,2.0682649669789694,1,0,0,0,0,0,0
28,11,29.35413932800293,91191,2,1.546603617950874,2,0,0,0,0,0,0
34,8,94.10624694824219,90044,2,1.2106485164919836,1,0,0,0,0,0,0
44,16,84.84376525878906,94382,2,0.6730389783204656,1,0,1,1,1,1,0
37,5,87.6517333984375,94275,2,0.9836733285661209,3,0,0,0,0,0,0
47,15,111.54722595214844,90266,1,4.226440813998481,2,0,0,1,0,1,0
29,7,38.325130462646484,93845,1,1.4319187650423018,2,0,0,0,0,0,0
32,8,16.181861877441406,95493,2,2.432404182181866,1,95,1,1,1,1,0
45,23,31.038606643676758,94077,3,0.7745077385733063,1,0,0,0,0,0,0
58,27,69.35252380371094,93780,3,0.498489872000263,1,0,0,1,0,1,0
29,5,120.3167495727539,94743,1,1.442580219571822,2,0,0,1,0,1,0
58,30,123.89405059814453,91425,1,3.040913271992418,1,0,0,0,0,0,0
56,28,46.60348892211914,94867,1,0.8683233710221298,1,0,1,0,0,0,0
49,28,53.396995544433594,91994,2,2.582112040727452,1,0,0,0,0,0,0
41,22,25.33048439025879,91969,3,0.4118872371528125,2,0,0,1,0,0,0
33,9,49.519866943359375,90208,4,3.9183182838270376,1,0,1,0,0,0,0
44,24,44.23666000366211,94245,1,3.6552502170197023,3,0,0,0,0,1,0
42,16,29.290918350219727,96326,4,3.205358542120884,1,171,0,1,0,0,0
39,12,176.22837829589844,90956,2,4.050119894302153,1,0,0,0,0,0,0
29,8,60.94145202636719,94111,3,1.6329945982727325,1,0,1,0,0,0,0
30,18,51.620792388916016,93610,3,1.7711630295767395,1,0,0,0,0,0,0
46,6,73.98338317871094,94840,1,2.5732537726702027,3,0,0,0,0,0,0
27,0,18.526874542236328,96269,4,0.13715729904118307,2,0,0,0,0,1,0
28,8,33.96495819091797,91668,3,0.46035290934006096,1,0,0,0,0,1,0
28,1,87.12236785888672,91742,1,0.3409835701557014,2,0,0,0,0,1,0
59,27,153.22665405273438,94846,3,4.387254441085778,2,0,0,1,1,1,1
30,4,118.36788177490234,94748,1,0.7067507125865018,1,293,0,0,0,1,0
60,34,124.59320831298828,90786,2,4.462234684597755,1,380,0,0,1,1,0
44,18,71.46931457519531,94627,2,2.448138588881376,1,0,0,0,0,0,0
30,20,146.53941345214844,94434,3,2.5013262852084726,3,0,0,0,0,1,1
29,4,143.73220825195312,94647,2,3.079075810915567,3,0,0,0,0,0,1
37,16,80.90451049804688,94836,4,1.9508995449097026,2,0,0,0,0,1,0
33,4,126.14454650878906,94279,2,0.879515799374891,1,0,0,0,0,1,0
30,7,22.348777770996094,92632,2,0.19239481354531657,2,96,0,0,0,1,0
43,26,63.88655471801758,91702,3,1.098237595580038,2,0,0,0,0,0,0
42,24,82.97087097167969,95280,1,0.5147891674504046,1,0,1,0,0,1,0
45,21,41.03121566772461,95384,2,1.2361615820779617,2,0,1,0,0,0,0
44,21,146.53152465820312,92744,1,5.800618940097353,1,0,1,0,0,0,0
38,8,49.50185775756836,91106,4,2.8366843444927974,3,0,0,0,0,1,0
51,23,60.585205078125,92756,3,1.0031376694940435,1,0,0,0,0,0,0
39,21,39.48151397705078,90900,4,1.4980274439639878,3,0,0,0,0,0,0
37,13,69.67654418945312,92095,3,1.6741313442016086,2,259,0,0,0,0,0
51,15,26.019384384155273,95250,3,0.11371219070292193,1,0,0,0,0,1,0
62,40,61.16572570800781,90011,2,0.3651541009706301,3,0,0,0,0,0,0
27,15,96.86792755126953,92272,4,1.3001139484812922,1,0,0,0,0,0,0
48,20,50.874778747558594,95633,3,1.833544064196114,1,222,1,0,0,1,0
49,16,130.17453002929688,92735,1,3.304838814390364,1,0,0,1,0,0,0
41,17,60.05400466918945,92033,1,1.5064331099726695,3,0,0,0,0,0,0
34,4,14.572967529296875,93056,4,0.6648870361241008,1,0,1,0,0,1,0
41,16,61.98086929321289,95129,4,1.3705269221831098,1,0,1,0,0,1,0
46,30,35.690208435058594,92056,1,0.1367302130645644,3,0,0,0,0,1,0
56,21,61.629425048828125,93946,1,1.9966211937744693,3,155,0,0,0,1,0
