Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
50,24,192.60350036621094,94761,4,1.0949416032817967,2,0,0,0,1,1,1
25,3,121.68743133544922,92062,1,1.7444023913130664,1,0,0,0,0,1,0
52,24,100.40174865722656,94583,4,3.214411094149451,1,0,1,0,0,0,0
55,34,43.521453857421875,90498,3,0.3504331860353971,1,0,1,0,0,0,0
57,35,14.127094268798828,94884,3,0.5299896521226022,1,0,1,0,0,1,0
39,11,72.60958862304688,92932,3,1.1993782663294392,3,0,0,0,0,0,0
31,3,35.96456527709961,91110,2,0.6689294964166494,1,0,0,0,0,0,0
64,40,49.23147201538086,92093,2,0.7685290484333234,1,130,1,0,0,0,0
62,22,14.236773490905762,94213,2,1.6019667035309708,3,0,1,0,0,1,0
52,30,29.527366638183594,94753,2,1.361704068931874,1,0,0,1,1,1,0
66,38,51.78828430175781,91672,2,1.0380415536821386,2,0,0,0,0,1,0
40,16,163.72337341308594,92392,2,2.6852974645958034,1,0,0,0,0,0,0
37,9,21.002286911010742,95948,3,0.3688202679709665,2,0,0,0,0,1,0
50,15,36.59663772583008,91958,4,0.8495616075949922,1,96,0,0,0,0,0
43,25,81.6366958618164,95268,1,1.511504737532783,2,172,0,0,0,1,0
53,23,121.20346069335938,90184,3,0.5610829306070513,3,0,0,0,0,0,0
58,30,55.223228454589844,89998,3,2.102796683329386,2,0,0,0,0,0,0
35,8,43.43800354003906,89858,1,0.8579659351036981,3,95,0,0,0,1,0
40,19,37.29737854003906,91569,3,2.6043543061739394,3,98,0,0,0,0,0
37,13,79.57548522949219,91338,3,1.4861679436729875,3,0,0,0,0,1,0
58,31,142.08848571777344,94454,4,2.2762128377112885,1,0,1,0,0,1,0
30,9,20.960250854492188,92613,1,0.09252233392412051,3,100,0,0,0,1,0
63,39,41.13400650024414,94926,3,0.774174521622305,2,0,0,0,0,0,0
57,30,51.87106704711914,94556,3,1.0819382341360253,1,0,1,0,0,1,0
27,2,26.331226348876953,94156,2,0.45239477253645843,1,0,0,0,0,1,0
60,35,68.32466125488281,94246,2,1.991948677147393,2,0,1,0,0,0,0
42,11,139.93690490722656,91228,3,0.1538469046605184,3,331,1,0,0,0,1
39,9,67.32848358154297,91402,1,1.8627665318841264,2,159,1,0,0,0,0
52,28,131.35633850097656,91106,2,2.9121580657127017,3,0,0,1,0,0,1
65,32,87.45301818847656,92761,3,5.539964921478863,2,0,1,0,0,0,0
58,40,39.73297882080078,91883,3,1.5427293242712434,1,121,1,0,0,1,0
58,32,33.365203857421875,91744,1,1.469924846678535,2,0,1,0,0,1,0
62,38,60.83366394042969,90112,2,2.629800910810104,3,523,1,1,0,1,0
31,5,85.01493835449219,94551,3,1.1634736864923672,3,0,0,0,0,1,0
57,30,34.63165283203125,93877,3,0.9713793185949718,2,0,0,0,0,0,0
24,3,66.10149383544922,92937,4,1.6070121507121888,2,0,0,0,0,0,0
