Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
61,40,56.860233306884766,94296,2,1.8234752898852336,3,118,1,0,0,0,0
45,20,211.9161071777344,94337,1,6.9982459226944105,1,239,0,0,0,0,0
57,28,19.974449157714844,91691,3,0.1621429097388227,2,0,0,0,0,1,0
26,3,11.921308517456056,95264,4,0.5962625114014912,2,0,0,0,0,1,0
62,37,129.83474731445312,92788,3,0.6640654372912131,3,356,1,0,0,1,1
60,35,91.96270751953124,94223,1,0.4511920388736564,3,0,1,0,0,1,0
34,14,62.77989196777344,95715,2,0.9638240097563568,2,0,0,0,0,1,0
34,10,32.9199333190918,92446,4,2.7721191314909097,1,77,0,0,0,1,0
36,13,95.07069396972656,92089,4,0.7792569484095894,1,0,0,0,0,0,0
53,25,137.1320343017578,94278,1,1.5325631016220065,1,405,0,0,0,1,0
44,15,104.88975524902344,89999,3,1.38348388069962,2,104,1,0,0,1,0
37,10,71.33479309082031,94546,3,2.2078739975301325,3,0,1,0,1,1,0
50,18,119.565673828125,92775,1,5.246230573965203,1,0,0,0,0,1,0
47,15,52.35639953613281,93861,3,0.1653968906893163,3,0,0,1,0,1,0
24,1,153.89892578125,92206,4,6.666530471451646,2,0,1,0,0,0,1
36,12,56.9589958190918,93814,4,1.734966429186856,1,0,0,0,0,0,0
46,18,11.84466552734375,89966,1,1.0214416832787732,3,0,1,0,0,1,0
47,21,102.65847778320312,90170,1,3.010174815099006,3,0,0,0,0,1,0
41,6,16.035476684570312,94613,4,0.0912954418639323,3,0,1,0,0,0,0
62,37,150.2694854736328,93847,4,0.4178479975884229,2,100,0,0,0,0,1
37,11,66.52143096923828,94382,2,0.8190134849796098,1,0,0,1,0,1,0
58,18,35.86114501953125,94865,2,1.9050788999035864,1,0,0,0,0,0,0
47,24,40.18202972412109,92730,4,1.855675645089527,2,0,0,0,0,0,0
53,25,150.0037384033203,92841,1,0.0140200239561354,3,0,0,0,0,1,0
29,5,163.9350128173828,91420,2,4.234811660429666,1,0,0,0,0,0,0
41,18,24.932252883911133,94815,2,0.3332699239634016,3,0,1,0,0,0,0
62,37,33.13671875,94450,1,0.4925587999068243,3,0,0,0,0,1,0
30,5,131.44143676757812,94470,1,2.764198710714902,3,0,1,0,0,0,0
