Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
37,15,22.431304931640625,94966,4,0.0535591982204259,2,0,0,0,0,1,0
62,33,67.28285217285156,94306,4,1.4043603529495263,2,0,0,0,0,0,0
43,18,54.137813568115234,94421,1,0.6839616569983948,3,0,0,0,0,0,0
53,40,45.93164443969727,94783,2,3.732324069997247,3,0,0,0,0,1,0
48,27,68.9461441040039,94874,4,1.783240398567615,2,0,0,0,0,1,0
47,26,102.99994659423828,90221,2,6.28640258205382,1,0,0,0,0,0,0
48,32,135.04551696777344,94969,3,1.3475725972631916,3,155,0,0,0,0,1
57,23,20.350465774536133,95602,4,0.7932713145279957,3,0,1,0,0,1,0
42,15,104.99423217773438,94176,4,2.895918525844203,1,0,0,0,0,1,0
52,27,71.186279296875,94611,1,3.2270509228725226,3,0,0,0,0,1,0
41,33,58.73825073242188,92526,4,0.0835879271362099,1,83,1,0,0,0,0
51,28,56.17041015625,92502,3,2.4855373394669784,1,141,1,1,0,1,0
60,31,113.45038604736328,91392,4,1.3553913080762487,1,0,0,0,0,1,0
44,21,23.86673164367676,90862,4,0.0289793647876711,1,120,1,0,0,1,0
58,32,111.76732635498048,91117,4,4.031952450470191,2,0,0,0,0,1,1
26,3,40.83167266845703,94525,3,1.7877132155623736,2,0,1,0,0,1,0
40,12,75.90691375732422,92974,2,2.667690260919016,1,0,1,0,0,1,0
49,15,69.8919906616211,94161,2,2.121416464114696,2,0,1,0,0,1,0
35,14,25.762060165405277,92618,3,0.2482068361860674,2,165,0,0,0,0,0
52,29,73.48894500732422,94441,3,3.14681153490043,2,0,0,0,0,1,0
61,38,77.67973327636719,95494,3,0.4536685591776982,1,0,1,0,0,1,0
54,24,49.61869812011719,93096,3,1.1199813256685378,1,129,0,0,0,0,0
27,2,56.17235565185547,94358,2,1.628069855491678,1,0,1,0,0,0,0
35,22,215.4957275390625,96191,1,3.661596917195557,1,0,0,0,0,1,0
38,22,183.9677276611328,95582,2,8.20541837000694,1,0,0,0,0,1,0
37,19,103.10662841796876,91269,2,2.7449498150914797,1,0,0,1,0,1,0
61,34,40.93244171142578,90165,2,1.8866015040811712,1,0,1,0,0,0,0
38,24,101.68254089355467,92664,4,1.4039097434853742,1,0,0,0,0,0,0
48,19,136.6605987548828,90940,1,1.8226176492401247,1,308,1,0,0,1,0
55,26,49.32588195800781,90471,1,0.9016178284077208,2,0,0,1,0,1,0
59,26,70.61225891113281,92620,2,3.278779836458532,1,0,1,0,0,0,0
63,37,49.92824935913086,94116,2,0.0026058223526577,3,0,0,0,0,0,0
64,32,115.63793182373048,92870,3,0.4387445368387437,2,0,0,0,0,1,1
42,17,120.20447540283205,95064,1,0.4165003034391452,2,117,0,0,0,1,1
54,34,57.56410598754883,93823,1,0.5045642699717912,1,0,1,1,0,0,0
28,8,139.2486114501953,94354,2,1.981541250527517,1,0,0,0,0,1,0
36,16,59.762168884277344,93961,3,0.9609235570688984,1,218,1,0,0,0,0
34,8,54.64672088623047,91125,3,0.9446515647794514,2,0,1,0,0,0,0
47,17,127.62799072265624,96142,1,6.971254618614864,3,0,0,0,0,1,0
34,7,11.148329734802246,94518,2,2.801165744500929,2,0,1,0,0,0,0
48,18,31.328271865844727,94022,2,1.757111156266696,3,0,0,0,0,0,0
64,28,30.62609100341797,95049,2,0.6894082708606304,3,80,0,0,0,1,0
44,25,32.80655288696289,94716,4,1.3296019827068526,3,0,1,0,0,0,0
62,40,47.33194351196289,94436,2,1.6010931838691875,1,0,0,0,0,1,0
34,6,39.85599136352539,94974,3,1.9984652600224029,3,0,0,1,0,0,0
61,38,121.40145111083984,91997,1,1.1797486848687229,1,0,0,1,0,1,0
61,36,35.21373748779297,94359,4,1.0194379288316695,1,0,0,0,0,1,0
26,1,43.10029602050781,95747,2,1.2547060071163625,2,149,0,0,0,1,0
65,37,57.29636001586914,92926,3,1.8884756244744667,1,0,1,0,1,0,0
34,18,71.06103515625,90239,4,4.221946922618468,1,370,0,0,0,0,1
30,11,21.37299156188965,94582,3,0.9160118797946876,2,109,0,0,0,1,0
55,23,52.8273811340332,94087,1,0.2933793635396085,2,0,0,0,0,0,0
32,6,63.58446502685547,94209,3,1.286276034839025,1,0,1,1,1,1,0
47,23,43.0141716003418,90338,2,0.4818525454002178,3,107,0,0,0,1,0
38,14,86.39720916748047,92284,1,1.772695248778545,1,0,0,1,1,1,0
44,11,37.420021057128906,94705,3,0.7727236457022278,2,0,1,0,0,1,0
66,38,50.1370964050293,91524,2,0.2895438304319203,3,0,1,0,0,0,0
