Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
35,7,84.58834838867188,90924,3,0.5297073797682537,1,0,0,0,0,1,0
48,19,79.36515808105469,95524,1,0.0956890872202861,1,0,1,0,0,1,0
58,29,32.32333755493164,92032,4,0.18396491916244823,1,0,0,0,0,1,0
40,14,169.8739776611328,95087,2,6.50613172597696,1,0,0,0,0,1,0
31,8,103.22358703613281,91688,3,1.4700043883500595,3,0,0,0,0,1,0
35,13,94.84089660644531,93263,4,0.7027051392553891,1,0,1,0,0,1,0
65,38,70.85804748535156,91999,2,0.48149702836279873,1,0,0,0,0,1,0
31,6,38.57883071899414,90450,4,1.455397149847298,1,0,1,0,0,1,0
39,25,55.11518859863281,91936,3,2.181871666232873,3,118,0,0,0,0,0
54,34,21.385738372802734,91769,3,1.33492590339015,2,237,0,0,0,1,0
34,8,169.37205505371094,92274,2,5.146032158916749,1,0,1,1,1,1,0
41,21,15.015487670898438,92297,4,0.7693588821273943,2,0,1,1,1,1,0
59,35,143.53810119628906,94993,2,2.150485159364699,1,0,0,0,0,0,0
56,26,75.6453628540039,94998,4,0.4431077888189829,1,0,0,0,0,0,0
31,8,114.71919250488281,94998,1,7.293994392081949,1,195,0,0,0,1,0
41,14,50.045936584472656,91785,1,4.135776915953925,1,189,0,0,0,1,0
50,25,88.06230926513672,91575,2,2.166357991854126,1,232,1,0,0,0,0
35,18,128.86557006835938,95434,1,1.889979004737981,1,0,0,1,0,1,0
61,34,24.858482360839844,89930,3,0.402638008906192,3,100,1,0,0,1,0
39,16,64.24825286865234,95065,2,0.3391469213640735,3,0,1,0,0,0,0
59,31,33.287384033203125,92969,4,0.12089668103166512,3,0,0,0,0,0,0
26,8,61.063804626464844,90411,3,0.3369255011907199,1,0,0,0,0,1,0
29,15,109.87074279785156,94288,1,3.108219552265343,1,0,0,0,0,1,0
53,22,21.48530387878418,94250,3,0.4176284371032793,3,0,1,0,0,1,0
32,6,18.573680877685547,95521,4,0.5973110114435737,2,87,0,0,0,1,0
50,23,27.38104248046875,91025,2,0.350364616528721,2,0,0,0,0,0,0
29,7,40.45283126831055,94117,4,2.1190397922601134,1,0,1,0,0,1,0
49,26,160.61483764648438,93958,1,7.162826997459215,1,0,0,0,0,1,0
58,31,95.09132385253906,92632,2,2.535437797084553,1,0,1,0,0,0,0
40,24,170.23049926757812,94698,1,3.5346784113930005,2,0,1,0,0,0,1
39,19,84.47962188720703,94917,2,2.1934236632216595,2,0,0,0,0,0,0
59,33,26.446924209594727,91665,4,0.8788856736476338,1,0,0,0,0,1,0
52,23,192.6658477783203,92717,1,3.1810042075039697,1,279,1,0,0,1,0
49,21,76.76042938232422,92010,2,2.201739556841,1,86,1,0,0,1,0
33,13,44.65953063964844,93979,1,0.5775569965714292,1,0,0,1,0,1,0
59,39,28.074480056762695,94794,2,1.3582493978771557,1,0,0,0,0,0,0
48,30,35.81344985961914,92342,3,2.016706213962296,3,0,0,0,0,0,0
59,38,86.54661560058594,95296,1,0.5171971177960935,1,0,1,0,0,1,0
46,27,90.8657455444336,91651,2,2.782618132963933,1,0,1,0,0,0,0
40,20,109.4318618774414,93902,2,1.6727508758123488,3,164,0,0,0,0,0
27,31,136.29519653320312,94427,1,2.5972840001635253,2,150,1,0,0,1,1
42,22,122.24799346923828,91500,2,1.9539898827636133,1,403,1,0,0,1,0
47,23,113.36557006835938,92079,1,0.7665538176312421,2,181,1,0,0,1,0
46,25,52.130916595458984,94515,4,5.718984355296406,1,0,0,0,0,0,0
26,0,125.88585662841797,91853,1,0.3386325263275961,1,0,0,0,0,0,0
61,32,70.656982421875,91735,4,2.5116837855086436,2,151,1,0,0,1,0
57,29,18.642070770263672,93726,2,0.9578915337398433,3,0,1,0,0,1,0
44,15,183.11343383789062,92054,2,3.338820189684302,1,0,0,0,0,1,0
59,36,27.025741577148438,94218,4,2.545912212656085,2,0,0,1,0,1,0
33,6,62.805564880371094,92023,4,1.0734135744490065,3,113,0,0,0,1,0
44,36,20.742542266845703,96298,4,2.632027360877623,1,0,0,0,0,0,0
62,37,56.16167449951172,93880,4,2.178413788199168,1,0,0,0,0,0,0
51,26,23.47359848022461,92216,1,0.9902524111278477,3,0,0,0,0,0,0
37,14,58.581382751464844,94290,4,1.2520898319630507,2,0,0,0,0,1,0
27,8,134.11843872070312,92210,2,2.3478143312356554,3,0,0,0,0,1,0
61,37,22.410478591918945,94533,2,0.5618679676232583,2,111,0,0,0,0,0
35,33,56.89591598510742,94056,2,2.296834329798369,2,0,0,0,0,1,0
49,14,12.644918441772461,94463,4,0.781681329734661,1,0,0,0,0,0,0
45,17,53.605899810791016,94632,3,1.5887233629215758,1,0,1,0,0,0,0
