Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
66,40,63.916385650634766,94408,3,1.5051402716363191,2,116,1,0,0,0,0
51,21,48.182037353515625,93750,1,1.472076321782016,2,0,0,0,0,1,0
54,27,42.6896858215332,91128,4,0.6327736263706341,1,0,0,0,0,1,0
63,37,32.14685821533203,91419,1,0.5500859421174207,3,0,1,0,0,1,0
52,27,65.56289672851562,94091,1,0.7553466873750869,3,0,0,0,0,1,0
52,27,51.72803115844727,91579,4,1.758692250205722,1,0,1,0,0,1,0
39,8,146.41635131835938,92964,2,0.1461149812984506,1,0,1,1,0,0,0
30,17,73.36605072021484,94257,4,1.7544027019779986,3,0,0,0,0,0,0
27,4,42.256378173828125,94437,4,0.89794955031959,1,0,0,0,0,0,0
31,21,149.64910888671875,92137,2,3.267673711864477,1,0,0,1,0,0,0
54,32,60.85787963867188,94727,4,1.2233686559301409,2,0,1,0,0,0,0
46,11,49.86806869506836,94823,4,2.257092900144236,2,0,0,0,0,0,0
50,34,43.1728630065918,93846,2,0.1712232864120632,1,0,0,0,0,1,0
50,23,157.75527954101562,91820,2,6.672571423158312,1,0,0,0,0,0,0
28,6,95.56316375732422,92080,2,1.7331600278396675,1,0,1,0,0,0,0
45,22,52.91630935668945,94331,1,0.9758136071089476,3,0,0,0,0,1,0
30,4,53.44990539550781,91857,2,1.9792490191490284,2,0,0,0,0,1,0
58,29,76.15889739990234,95500,3,1.5748110974416574,1,247,0,0,0,1,0
47,24,116.3758773803711,95379,2,3.327309770339741,1,0,1,1,0,1,0
67,41,83.15296936035156,94720,3,2.5598769301326145,1,0,0,0,0,0,1
62,37,80.76370239257812,91712,1,1.5600425948372314,2,0,0,0,0,1,0
62,37,53.408538818359375,89920,2,1.5593956074131723,2,0,1,0,0,1,0
59,27,64.87359619140625,93407,1,1.970065554460794,2,0,0,0,0,1,0
25,10,48.35360336303711,91159,3,2.0701585664232,1,268,0,0,0,0,0
28,8,142.41281127929688,90375,2,2.1260142771350625,1,0,0,0,0,1,0
41,20,56.298946380615234,92017,1,1.3862614155455972,3,0,0,0,0,1,0
