Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,CreditCard,Securities Account,CD Account,Online,Personal Loan
29,1,33.66961669921875,92750,3,0.4425758458134404,2,0,0,0,0,0,0
48,12,74.58729553222656,90827,4,1.3909465433325912,1,377,0,0,0,0,0
30,4,106.62781524658205,94197,4,2.652615852368439,2,0,0,0,0,1,1
33,5,15.79183864593506,94264,4,0.5548807682041663,2,0,1,0,0,1,0
52,25,94.7772216796875,95674,1,0.1839637078481504,3,0,0,0,0,0,0
38,7,43.30376434326172,95731,3,0.5162767811037801,3,0,0,0,0,0,0
54,18,76.90287780761719,95581,2,1.136572155174507,1,0,1,0,0,0,0
55,34,124.98162841796876,92728,2,5.034413609333581,1,0,0,0,0,0,1
49,27,75.13803100585938,94462,2,3.132976828279733,3,0,1,0,0,1,0
63,36,100.91902160644533,91110,2,0.0803391170650307,1,0,0,0,0,1,0
25,3,99.94795989990234,92288,4,1.625046665500586,2,0,1,0,0,1,1
39,18,157.3874969482422,94236,3,2.5413434353518376,1,0,0,0,0,0,0
58,38,20.03903579711914,94274,4,1.4844668076123235,2,0,1,1,0,0,0
66,40,168.00820922851562,91677,3,0.4903722240238502,1,398,0,0,0,0,1
42,22,121.58411407470705,90194,2,4.9294675438308815,1,553,0,0,0,0,0
48,23,28.175148010253903,95240,2,0.9593294967107432,1,0,1,0,0,1,0
60,35,22.356250762939453,92578,4,0.6604549355375311,1,0,1,0,0,0,0
24,0,41.3496208190918,93133,1,0.4028844707450939,3,0,0,0,0,0,0
41,16,41.0281867980957,94756,4,0.1048597002962716,1,146,1,1,0,1,0
35,7,52.20712661743164,91872,2,1.3598429372444896,3,0,0,0,0,1,0
55,0,11.304903984069824,94075,4,0.935871754657491,2,100,0,1,0,1,0
27,7,67.43270111083984,94217,1,1.264336433157624,1,0,0,1,0,0,0
58,34,68.7186508178711,94881,2,0.7803910772822,2,0,0,0,0,0,0
43,5,70.68475341796875,96205,3,5.049322454298031,1,0,0,0,0,1,0
30,5,74.60431671142578,96272,3,0.8456925671621908,1,0,0,0,0,1,0
28,9,192.5188446044922,94582,1,6.511917673960326,1,0,0,0,0,0,0
52,32,51.11910629272461,92572,1,2.179459348804425,3,0,0,0,0,0,0
29,8,73.30299377441406,91265,4,0.4969604968739295,2,188,0,0,0,1,0
44,24,47.99310302734375,94740,4,1.2055525975539885,3,0,0,1,0,0,0
39,9,132.52212524414062,95404,1,1.0451737875227805,1,149,1,0,0,0,0
42,26,174.8090057373047,92763,2,3.2981243900068598,3,0,0,0,0,0,1
48,28,155.7007598876953,94410,1,4.626861794770533,1,239,0,0,0,1,0
30,4,52.719200134277344,94966,2,1.6005905121461368,3,0,0,0,0,1,0
56,23,27.577655792236328,94632,2,2.6213855876428958,3,0,0,0,0,1,0
57,33,57.60642623901367,90137,4,1.1980914352695726,3,0,0,0,0,1,0
45,21,36.03094482421875,90920,2,0.0691805679028176,2,0,0,0,0,0,0
52,26,87.70257568359375,95914,1,3.3701134176235934,1,0,0,0,0,1,0
41,15,45.35968399047852,91461,2,0.9023479732123604,1,193,0,0,0,0,0
42,3,12.81443214416504,93152,4,0.613159102780718,1,0,0,1,0,1,0
48,25,96.51611328125,95179,3,0.1541979376214298,3,0,0,0,0,1,0
59,35,30.9721794128418,94068,4,0.4454962181885966,2,0,0,0,0,1,0
38,27,19.27534484863281,90225,4,0.217490217510413,1,103,0,0,0,1,0
32,8,149.89617919921875,94263,1,3.186108552074698,1,0,0,0,0,1,0
39,21,115.87223815917967,91930,2,4.075211498596698,1,0,1,1,0,0,0
51,24,140.39913940429688,91784,2,4.192931427521885,1,0,0,0,0,1,0
29,3,41.901153564453125,94197,3,0.9392754613820948,2,0,1,0,0,1,0
52,3,28.73776626586914,95298,3,0.7885838170640386,1,0,0,1,0,1,0
32,9,118.84696197509766,95962,3,5.178028839749863,1,0,1,0,0,0,0
51,31,81.97591400146484,93404,2,2.0026231945673683,1,0,0,0,0,1,0
32,6,131.03573608398438,94333,2,3.488862430978496,1,0,0,0,0,1,0
51,19,69.2395248413086,94543,4,2.0753145871122465,2,0,0,0,0,1,0
52,33,32.51869201660156,91851,3,1.844138810291536,3,0,0,0,0,1,0
35,8,35.17380142211914,92854,4,1.0985150275428897,2,0,1,1,0,1,0
33,19,86.70309448242188,96274,4,3.23846918148054,3,0,0,0,0,0,0
